education gender vote
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female agree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
12 Female disagree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female agree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
13 Female disagree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female agree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
14 Female disagree
15 Female agree
15 Female agree
15 Female agree
15 Female agree
15 Female agree
15 Female agree
15 Female agree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
15 Female disagree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female agree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
16 Female disagree
17 Female agree
17 Female agree
17 Female agree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
17 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
18 Female disagree
19 Female agree
19 Female disagree
19 Female disagree
20 Female agree
20 Female agree
20 Female disagree
20 Female disagree
20 Female disagree
20 Female disagree
